Index	HGNC	Symbol	UniProt	Chromosome
320	HGNC:493	ANK2	Q01484 ankyrin 2, neuronal	4q25-q26
321	HGNC:494	ANK3	Q12955 ankyrin 3, node of Ranvier (ankyrin G)	10q21
322	HGNC:495	ANKRD2	Q9GZV1 ankyrin repeat domain 2 (stretch responsive muscle)	10q23
323	HGNC:496	RIPK4	P57078 receptor-interacting serine-threonine kinase 4	21q22.3
324	HGNC:497	TRPA1	O75762 transient receptor potential cation channel, subfamily A, member 1	8q13
325	HGNC:500	ANPEP	P15144 alanyl (membrane) aminopeptidase	15q25-q26
326	HGNC:533	ANXA1	P04083 annexin A1	9q21.13
327	HGNC:534	ANXA10	Q9UJ72 annexin A10	4q32.3
328	HGNC:535	ANXA11	P50995 annexin A11	10q22.3
329	HGNC:536	ANXA13	P27216 annexin A13	8q24.13
330	HGNC:537	ANXA2	P07355 annexin A2	15q22.2
331	HGNC:541	ANXA3	P12429 annexin A3	4q21.21
332	HGNC:542	ANXA4	P09525 annexin A4	2p13.3
333	HGNC:543	ANXA5	P08758 annexin A5	4q27
334	HGNC:544	ANXA6	P08133 annexin A6	5q33.1
335	HGNC:545	ANXA7	P20073 annexin A7	10q22.2
336	HGNC:546	ANXA8	P13928 annexin A8	10q11.22
337	HGNC:547	ANXA9	O76027 annexin A9	1q21.2
338	HGNC:548	AOAH	P28039 acyloxyacyl hydrolase (neutrophil)	7p14-p12
339	HGNC:549	AOC2	O75106 amine oxidase, copper containing 2 (retina-specific)	17q21
340	HGNC:550	AOC3	Q16853 amine oxidase, copper containing 3	17q21
341	HGNC:553	AOX1	Q06278 aldehyde oxidase 1	2q33
342	HGNC:554	AP1B1	Q10567 adaptor-related protein complex 1, beta 1 subunit	22q12.2
343	HGNC:555	AP1G1	O43747 adaptor-related protein complex 1, gamma 1 subunit	16q23
344	HGNC:556	AP1G2	O75843 adaptor-related protein complex 1, gamma 2 subunit	14q11.2
345	HGNC:557	SYNRG	Q9UMZ2 synergin, gamma	17q12
346	HGNC:558	AP1M2	Q9Y6Q5 adaptor-related protein complex 1, mu 2 subunit	19p13.2
347	HGNC:559	AP1S1	P61966 adaptor-related protein complex 1, sigma 1 subunit	7q22.1
348	HGNC:560	AP1S2	P56377 adaptor-related protein complex 1, sigma 2 subunit	Xp22
349	HGNC:561	AP2A1	O95782 adaptor-related protein complex 2, alpha 1 subunit	19q13.3
350	HGNC:562	AP2A2	O94973 adaptor-related protein complex 2, alpha 2 subunit	11p15.5
351	HGNC:563	AP2B1	P63010 adaptor-related protein complex 2, beta 1 subunit	17q11.2-q12
352	HGNC:564	AP2M1	Q96CW1 adaptor-related protein complex 2, mu 1 subunit	3q28
353	HGNC:565	AP2S1	P53680 adaptor-related protein complex 2, sigma 1 subunit	19q13.2-q13.3
354	HGNC:566	AP3B1	O00203 adaptor-related protein complex 3, beta 1 subunit	5q14.1
355	HGNC:567	AP3B2	Q13367 adaptor-related protein complex 3, beta 2 subunit	15q
356	HGNC:568	AP3D1	O14617 adaptor-related protein complex 3, delta 1 subunit	19p13.3
357	HGNC:569	AP3M1	Q9Y2T2 adaptor-related protein complex 3, mu 1 subunit	10q22.1-q22.3
358	HGNC:570	AP3M2	P53677 adaptor-related protein complex 3, mu 2 subunit	8p11.2
359	HGNC:571	AP3S2	P59780 adaptor-related protein complex 3, sigma 2 subunit	15q26.1
360	HGNC:572	AP4B1	Q9Y6B7 adaptor-related protein complex 4, beta 1 subunit	1p13.2
361	HGNC:573	AP4E1	Q9UPM8 adaptor-related protein complex 4, epsilon 1 subunit	15q21.2
362	HGNC:574	AP4M1	O00189 adaptor-related protein complex 4, mu 1 subunit	7q22.1
363	HGNC:575	AP4S1	Q9Y587 adaptor-related protein complex 4, sigma 1 subunit	14q12
364	HGNC:576	APAF1	O14727 apoptotic peptidase activating factor 1	12q23
365	HGNC:578	APBA1	Q02410 amyloid beta (A4) precursor protein-binding, family A, member 1	9q13-q21
366	HGNC:579	APBA2	Q99767 amyloid beta (A4) precursor protein-binding, family A, member 2	15q11-q12
367	HGNC:580	APBA3	O96018 amyloid beta (A4) precursor protein-binding, family A, member 3	19p13.3
368	HGNC:581	APBB1	O00213 amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	11p15
369	HGNC:582	APBB2	Q92870 amyloid beta (A4) precursor protein-binding, family B, member 2	4p13
370	HGNC:583	APC	P25054 adenomatous polyposis coli	5q21-q22
371	HGNC:584	APCS	P02743 amyloid P component, serum	1q21-q23
372	HGNC:586	APEH	P13798 acylaminoacyl-peptide hydrolase	3p21
373	HGNC:587	APEX1	P27695 APEX nuclease (multifunctional DNA repair enzyme) 1	14q11.2
374	HGNC:588	ATG12	O94817 autophagy related 12	5q21-q22
375	HGNC:589	ATG5	Q9H1Y0 autophagy related 5	6q21
376	HGNC:590	BIRC2	Q13490 baculoviral IAP repeat containing 2	11q22
377	HGNC:591	BIRC3	Q13489 baculoviral IAP repeat containing 3	11q22
378	HGNC:592	XIAP	P98170 X-linked inhibitor of apoptosis	Xq25
379	HGNC:593	BIRC5	O15392 baculoviral IAP repeat containing 5	17q25.3
380	HGNC:594	API5	Q9BZZ5 apoptosis inhibitor 5	11p12
381	HGNC:597	APLP1	P51693 amyloid beta (A4) precursor-like protein 1	19q
382	HGNC:598	APLP2	Q06481 amyloid beta (A4) precursor-like protein 2	11q24
383	HGNC:600	APOA1	P02647 apolipoprotein A-I	11q23-q24
384	HGNC:601	APOA2	P02652 apolipoprotein A-II	1q23.3
385	HGNC:602	APOA4	P06727 apolipoprotein A-IV	11q23.3
386	HGNC:603	APOB	P04114 apolipoprotein B	2p24-p23
387	HGNC:604	APOBEC1	P41238 apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1	12p13.1
388	HGNC:605	APOBEC2	Q9Y235 apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2	6p21
389	HGNC:607	APOC1	P02654 apolipoprotein C-I	19q13.2
390	HGNC:609	APOC2	P02655 apolipoprotein C-II	19q13.2
391	HGNC:610	APOC3	P02656 apolipoprotein C-III	11q23.3
392	HGNC:611	APOC4	P55056 apolipoprotein C-IV	19q13.2
393	HGNC:612	APOD	P05090 apolipoprotein D	3q29
394	HGNC:613	APOE	P02649 apolipoprotein E	19q13.31
395	HGNC:615	APOF	Q13790 apolipoprotein F	12q13
396	HGNC:616	APOH	P02749 apolipoprotein H (beta-2-glycoprotein I)	17q24.2
397	HGNC:618	APOL1	O14791 apolipoprotein L, 1	22q13.1
398	HGNC:619	APOL2	Q9BQE5 apolipoprotein L, 2	22q12.3
399	HGNC:620	APP	P05067 amyloid beta (A4) precursor protein	21q21.2
400	HGNC:621	NAE1	Q13564 NEDD8 activating enzyme E1 subunit 1	16q22
401	HGNC:622	APPBP2	Q92624 amyloid beta precursor protein (cytoplasmic tail) binding protein 2	17q23.2
402	HGNC:626	APRT	P07741 adenine phosphoribosyltransferase	16q24
403	HGNC:630	SHROOM2	Q13796 shroom family member 2	Xp22.3
404	HGNC:633	AQP1	P29972 aquaporin 1 (Colton blood group)	7p14
405	HGNC:634	AQP2	P41181 aquaporin 2 (collecting duct)	12q12-q13
406	HGNC:636	AQP3	Q92482 aquaporin 3 (Gill blood group)	9p13
407	HGNC:637	AQP4	P55087 aquaporin 4	18q11.2-q12.1
408	HGNC:638	AQP5	P55064 aquaporin 5	12q13
409	HGNC:639	AQP6	Q13520 aquaporin 6, kidney specific	12q13
410	HGNC:640	AQP7	O14520 aquaporin 7	9p13
411	HGNC:642	AQP8	O94778 aquaporin 8	16p12
412	HGNC:643	AQP9	O43315 aquaporin 9	15q
413	HGNC:644	AR	P10275 androgen receptor	Xq12
414	HGNC:646	ARAF	P10398 v-raf murine sarcoma 3611 viral oncogene homolog	Xp11.3-p11.23
415	HGNC:648	ARC	Q7LC44 activity-regulated cytoskeleton-associated protein	8q24.3
416	HGNC:649	ARCN1	P48444 archain 1	11q23.3
417	HGNC:651	AREG	P15514 amphiregulin	4q13.3
418	HGNC:652	ARF1	P84077 ADP-ribosylation factor 1	1q42.13
419	HGNC:654	ARF3	P61204 ADP-ribosylation factor 3	12q13.12
420	HGNC:655	ARF4	P18085 ADP-ribosylation factor 4	3p21.2-p21.1
421	HGNC:656	ARL4D	P49703 ADP-ribosylation factor-like 4D	17q21.31
422	HGNC:658	ARF5	P84085 ADP-ribosylation factor 5	7q31.3
423	HGNC:659	ARF6	P62330 ADP-ribosylation factor 6	14q21.3
424	HGNC:660	TRIM23	P36406 tripartite motif containing 23	5q12.3
425	HGNC:661	ARFGAP3	Q9NP61 ADP-ribosylation factor GTPase activating protein 3	22q13.2
426	HGNC:662	ARFRP1	Q13795 ADP-ribosylation factor related protein 1	20q13.3
427	HGNC:663	ARG1	P05089 arginase 1	6q23
428	HGNC:664	ARG2	P78540 arginase 2	14q24.1
429	HGNC:667	RHOA	P61586 ras homolog family member A	3p21.3
430	HGNC:668	RHOB	P62745 ras homolog family member B	2p24
431	HGNC:669	RHOC	P08134 ras homolog family member C	1p13.1
432	HGNC:670	RHOD	O00212 ras homolog family member D	11q14.3
433	HGNC:671	RND3	P61587 Rho family GTPase 3	2q23.3
434	HGNC:672	RHOG	P84095 ras homolog family member G	11p15.5-p15.4
435	HGNC:673	ARHGAP1	Q07960 Rho GTPase activating protein 1	11p11.2
436	HGNC:674	ARHGAP4	P98171 Rho GTPase activating protein 4	Xq28
437	HGNC:675	ARHGAP5	Q13017 Rho GTPase activating protein 5	14q12
438	HGNC:676	ARHGAP6	O43182 Rho GTPase activating protein 6	Xp22.3
439	HGNC:677	ARHGAP8	P85298 Rho GTPase activating protein 8	22q13.3
440	HGNC:678	ARHGDIA	P52565 Rho GDP dissociation inhibitor (GDI) alpha	17q25.3
441	HGNC:679	ARHGDIB	P52566 Rho GDP dissociation inhibitor (GDI) beta	12p12.3
442	HGNC:680	ARHGDIG	Q99819 Rho GDP dissociation inhibitor (GDI) gamma	16p13.3
443	HGNC:681	ARHGEF1	Q92888 Rho guanine nucleotide exchange factor (GEF) 1	19q13.13
444	HGNC:682	ARHGEF2	Q92974 Rho/Rac guanine nucleotide exchange factor (GEF) 2	1q21-q22
445	HGNC:683	ARHGEF3	Q9NR81 Rho guanine nucleotide exchange factor (GEF) 3	3p14.3
446	HGNC:684	ARHGEF4	Q9NR80 Rho guanine nucleotide exchange factor (GEF) 4	2q22
447	HGNC:685	ARHGEF6	Q15052 Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	Xq26
448	HGNC:686	RHOH	Q15669 ras homolog family member H	4p13
449	HGNC:687	DIRAS3	O95661 DIRAS family, GTP-binding RAS-like 3	1p31
450	HGNC:688	RHOJ	Q9H4E5 ras homolog family member J	14q23.1
451	HGNC:689	ARIH1	Q9Y4X5 ariadne RBR E3 ubiquitin protein ligase 1	15q24
452	HGNC:690	ARIH2	O95376 ariadne RBR E3 ubiquitin protein ligase 2	3p21
453	HGNC:691	PHOX2A	O14813 paired-like homeobox 2a	11q13.4
454	HGNC:692	ARL1	P40616 ADP-ribosylation factor-like 1	12q23.3
455	HGNC:693	ARL2	P36404 ADP-ribosylation factor-like 2	11q13
456	HGNC:694	ARL3	P36405 ADP-ribosylation factor-like 3	10q23.3
457	HGNC:695	ARL4A	P40617 ADP-ribosylation factor-like 4A	7p21.3
458	HGNC:696	ARL5A	Q9Y689 ADP-ribosylation factor-like 5A	2q23.3
459	HGNC:697	ARL6IP1	Q15041 ADP-ribosylation factor-like 6 interacting protein 1	16p12-p11.2
460	HGNC:698	ARL4C	P56559 ADP-ribosylation factor-like 4C	2q37.2
461	HGNC:700	ARNT	P27540 aryl hydrocarbon receptor nuclear translocator	1q21
462	HGNC:701	ARNTL	O00327 aryl hydrocarbon receptor nuclear translocator-like	11p15
463	HGNC:703	ARPC1A	Q92747 actin related protein 2/3 complex, subunit 1A, 41kDa	7q22.1
464	HGNC:704	ARPC1B	O15143 actin related protein 2/3 complex, subunit 1B, 41kDa	7q22.1
465	HGNC:705	ARPC2	O15144 actin related protein 2/3 complex, subunit 2, 34kDa	2q36.1
466	HGNC:706	ARPC3	O15145 actin related protein 2/3 complex, subunit 3, 21kDa	12q24
467	HGNC:707	ARPC4	P59998 actin related protein 2/3 complex, subunit 4, 20kDa	3p25
468	HGNC:708	ARPC5	O15511 actin related protein 2/3 complex, subunit 5, 16kDa	1q
469	HGNC:710	ARR3	P36575 arrestin 3, retinal (X-arrestin)	Xq13.1
470	HGNC:711	ARRB1	P49407 arrestin, beta 1	11q13
471	HGNC:712	ARRB2	P32121 arrestin, beta 2	17p13
472	HGNC:713	ARSA	P15289 arylsulfatase A	22q13.33
473	HGNC:714	ARSB	P15848 arylsulfatase B	5q14.1
474	HGNC:717	ARSD	P51689 arylsulfatase D	Xp22.3
475	HGNC:719	ARSE	P51690 arylsulfatase E (chondrodysplasia punctata 1)	Xp22.33
476	HGNC:721	ARSF	P54793 arylsulfatase F	Xp22.3
477	HGNC:723	ART1	P52961 ADP-ribosyltransferase 1	11p15
478	HGNC:725	ART3	Q13508 ADP-ribosyltransferase 3	4q21.1
479	HGNC:726	ART4	Q93070 ADP-ribosyltransferase 4 (Dombrock blood group)	12q13.2-q13.3
480	HGNC:727	ARTN	Q5T4W7 artemin	1p33-p32
481	HGNC:728	ARVCF	O00192 armadillo repeat gene deleted in velocardiofacial syndrome	22q11.21
482	HGNC:735	ASAH1	Q13510 N-acylsphingosine amidohydrolase (acid ceramidase) 1	8p22
483	HGNC:736	NAAA	Q02083 N-acylethanolamine acid amidase	4q21.1
484	HGNC:738	ASCL1	P50553 achaete-scute family bHLH transcription factor 1	12q22-q23
485	HGNC:739	ASCL2	Q99929 achaete-scute family bHLH transcription factor 2	11p15.5
486	HGNC:740	ASCL3	Q9NQ33 achaete-scute family bHLH transcription factor 3	11p15.3
487	HGNC:742	ASGR1	P07306 asialoglycoprotein receptor 1	17p13-p11
488	HGNC:743	ASGR2	P07307 asialoglycoprotein receptor 2	17p
489	HGNC:744	ASH2L	Q9UBL3 ash2 (absent, small, or homeotic)-like (Drosophila)	8p11.2
490	HGNC:745	ASIP	P42127 agouti signaling protein	20q11.2-q12
491	HGNC:746	ASL	P04424 argininosuccinate lyase	7q11.21
492	HGNC:750	ASMT	P46597 acetylserotonin O-methyltransferase	Xp22.3 and Yp11.3
493	HGNC:751	ASMTL	O95671 acetylserotonin O-methyltransferase-like	Xp22.3 and Yp11.3
494	HGNC:752	ASNA1	O43681 arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	19p13.13
495	HGNC:753	ASNS	P08243 asparagine synthetase (glutamine-hydrolyzing)	7q21.3
496	HGNC:756	ASPA	P45381 aspartoacylase	17p13.3
497	HGNC:757	ASPH	Q12797 aspartate beta-hydroxylase	8q12.1
498	HGNC:758	ASS1	P00966 argininosuccinate synthase 1	9q34.1
499	HGNC:773	ASTN1	O14525 astrotactin 1	1q25.2
500	HGNC:775	SERPINC1	P01008 serpin peptidase inhibitor, clade C (antithrombin), member 1	1q25.1
501	HGNC:777	ZFHX3	Q15911 zinc finger homeobox 3	16q22.3
502	HGNC:779	ATCAY	Q86WG3 ataxia, cerebellar, Cayman type	19p13.3
503	HGNC:782	ATE1	O95260 arginyltransferase 1	10q26
504	HGNC:783	ATF1	P18846 activating transcription factor 1	12q13
505	HGNC:784	ATF2	P15336 activating transcription factor 2	2q32
506	HGNC:785	ATF3	P18847 activating transcription factor 3	1q32.3
507	HGNC:786	ATF4	P18848 activating transcription factor 4	22q13.1
508	HGNC:790	ATF5	Q9Y2D1 activating transcription factor 5	19q13.33
509	HGNC:791	ATF6	P18850 activating transcription factor 6	1q22-q23
510	HGNC:792	ATF7	P17544 activating transcription factor 7	12q13
511	HGNC:794	ATIC	P31939 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	2q35
512	HGNC:795	ATM	Q13315 ataxia telangiectasia mutated	11q22-q23
513	HGNC:797	ATOH1	Q92858 atonal homolog 1 (Drosophila)	4q22
514	HGNC:798	ATOX1	O00244 antioxidant 1 copper chaperone	5q32
515	HGNC:799	ATP1A1	P05023 ATPase, Na+/K+ transporting, alpha 1 polypeptide	1p13
516	HGNC:800	ATP1A2	P50993 ATPase, Na+/K+ transporting, alpha 2 polypeptide	1q23.2
517	HGNC:801	ATP1A3	P13637 ATPase, Na+/K+ transporting, alpha 3 polypeptide	19q13.2
518	HGNC:804	ATP1B1	P05026 ATPase, Na+/K+ transporting, beta 1 polypeptide	1q24.2
519	HGNC:805	ATP1B2	P14415 ATPase, Na+/K+ transporting, beta 2 polypeptide	17p13.1
520	HGNC:806	ATP1B3	P54709 ATPase, Na+/K+ transporting, beta 3 polypeptide	3q23
521	HGNC:808	ATP1B4	Q9UN42 ATPase, Na+/K+ transporting, beta 4 polypeptide	Xq24
522	HGNC:811	ATP2A1	O14983 ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	16p12.1
523	HGNC:812	ATP2A2	P16615 ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	12q24.11
524	HGNC:813	ATP2A3	Q93084 ATPase, Ca++ transporting, ubiquitous	17p13.3
525	HGNC:814	ATP2B1	P20020 ATPase, Ca++ transporting, plasma membrane 1	12q21.33
526	HGNC:815	ATP2B2	Q01814 ATPase, Ca++ transporting, plasma membrane 2	3p25.3
527	HGNC:816	ATP2B3	Q16720 ATPase, Ca++ transporting, plasma membrane 3	Xq28
528	HGNC:817	ATP2B4	P23634 ATPase, Ca++ transporting, plasma membrane 4	1q32.1
529	HGNC:819	ATP4A	P20648 ATPase, H+/K+ exchanging, alpha polypeptide	19q13.1
530	HGNC:820	ATP4B	P51164 ATPase, H+/K+ exchanging, beta polypeptide	13q34
531	HGNC:823	ATP5A1	P25705 ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	18q21
532	HGNC:830	ATP5B	P06576 ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	12p13.3
533	HGNC:833	ATP5C1	P36542 ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	10p14
534	HGNC:837	ATP5D	P30049 ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	19p13.3
535	HGNC:838	ATP5E	P56381 ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	20q13.3
536	HGNC:840	ATP5F1	P24539 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	1p13.2
537	HGNC:841	ATP5G1	P05496 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)	17q21.32
538	HGNC:842	ATP5G2	Q06055 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)	12q13.13
539	HGNC:843	ATP5G3	P48201 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)	2q31.1
540	HGNC:845	ATP5H	O75947 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d	17q25
541	HGNC:846	ATP5I	P56385 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E	4p16.3
542	HGNC:847	ATP5J	P18859 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	21q21.1
543	HGNC:848	ATP5J2	P56134 ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2	7q22.1
544	HGNC:850	ATP5O	P48047 ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	21q22
545	HGNC:851	ATP6V1A	P38606 ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	3q13.31
546	HGNC:853	ATP6V1B1	P15313 ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1	2p13
547	HGNC:854	ATP6V1B2	P21281 ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2	8p21.3
548	HGNC:855	ATP6V0C	P27449 ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c	16p13.3
549	HGNC:856	ATP6V1C1	P21283 ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	8p22.3
550	HGNC:857	ATP6V1E1	P36543 ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1	22q11.2
551	HGNC:861	ATP6V0B	Q99437 ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	1p32.3
552	HGNC:862	ATP6V1G2	O95670 ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	6p21.3
553	HGNC:863	ATP6V0E1	O15342 ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	5q35.2
554	HGNC:864	ATP6V1G1	O75348 ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1	9q33.1
555	HGNC:865	ATP6V0A1	Q93050 ATPase, H+ transporting, lysosomal V0 subunit a1	17q21
556	HGNC:866	ATP6V0A4	Q9HBG4 ATPase, H+ transporting, lysosomal V0 subunit a4	7q34
557	HGNC:868	ATP6AP1	Q15904 ATPase, H+ transporting, lysosomal accessory protein 1	Xq28
558	HGNC:869	ATP7A	Q04656 ATPase, Cu++ transporting, alpha polypeptide	Xq21.1
559	HGNC:870	ATP7B	P35670 ATPase, Cu++ transporting, beta polypeptide	13q14.3
560	HGNC:871	ATPIF1	Q9UII2 ATPase inhibitory factor 1	1p35.3
561	HGNC:877	ALDH7A1	P49419 aldehyde dehydrogenase 7 family, member A1	5q31
562	HGNC:882	ATR	Q13535 ataxia telangiectasia and Rad3 related	3q23
563	HGNC:885	ATRN	O75882 attractin	20p13
564	HGNC:886	ATRX	P46100 alpha thalassemia/mental retardation syndrome X-linked	Xq21.1
565	HGNC:888	KIF1A	Q12756 kinesin family member 1A	2q37.2
566	HGNC:890	AUH	Q13825 AU RNA binding protein/enoyl-CoA hydratase	9q22
567	HGNC:891	AUP1	Q9Y679 ancient ubiquitous protein 1	2p13
568	HGNC:894	AVP	P01185 arginine vasopressin	20p13
569	HGNC:895	AVPR1A	P37288 arginine vasopressin receptor 1A	12q14-q15
570	HGNC:896	AVPR1B	P47901 arginine vasopressin receptor 1B	1q32
571	HGNC:897	AVPR2	P30518 arginine vasopressin receptor 2	Xq28
572	HGNC:903	AXIN1	O15169 axin 1	16p13.3
573	HGNC:904	AXIN2	Q9Y2T1 axin 2	17q23-q24
574	HGNC:905	AXL	P30530 AXL receptor tyrosine kinase	19q13.1
575	HGNC:910	AZGP1	P25311 alpha-2-glycoprotein 1, zinc-binding	7q22.1
576	HGNC:913	AZU1	P20160 azurocidin 1	19p13.3
577	HGNC:914	B2M	P61769 beta-2-microglobulin	15q21-q22.2
578	HGNC:916	B3GALT1	Q9Y5Z6 UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1	2q24.3
579	HGNC:917	B3GALT2	O43825 UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	1q31
580	HGNC:918	B3GALNT1	O75752 beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	3q25
581	HGNC:919	B3GALT4	O96024 UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	6p21.3
582	HGNC:920	B3GALT5	Q9Y2C3 UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5	21q22.3
583	HGNC:921	B3GAT1	Q9P2W7 beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)	11q25
584	HGNC:922	B3GAT2	Q9NPZ5 beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)	6q12
585	HGNC:923	B3GAT3	O94766 beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	11q12
586	HGNC:924	B4GALT1	P15291 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	9p13
587	HGNC:925	B4GALT2	O60909 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2	1p34-p33
588	HGNC:926	B4GALT3	O60512 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	1q21-q23
589	HGNC:927	B4GALT4	O60513 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4	3q13.3
590	HGNC:928	B4GALT5	O43286 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5	20q13.1-q13.2
591	HGNC:929	B4GALT6	Q9UBX8 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	18q11
592	HGNC:930	B4GALT7	Q9UBV7 xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7	5q35.1-q35.3
593	HGNC:932	BAAT	Q14032 bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase)	9q22.3
594	HGNC:933	BACE1	P56817 beta-site APP-cleaving enzyme 1	11q23-q24
595	HGNC:934	BACE2	Q9Y5Z0 beta-site APP-cleaving enzyme 2	21q22.3
596	HGNC:935	BACH1	O14867 BTB and CNC homology 1, basic leucine zipper transcription factor 1	21q22.1
597	HGNC:936	BAD	Q92934 BCL2-associated agonist of cell death	11q13.1
598	HGNC:937	BAG1	Q99933 BCL2-associated athanogene	9p12
599	HGNC:938	BAG2	O95816 BCL2-associated athanogene 2	6p12.3-p11.2
600	HGNC:939	BAG3	O95817 BCL2-associated athanogene 3	10q25.2-q26.2
601	HGNC:940	BAG4	O95429 BCL2-associated athanogene 4	8p11.23
602	HGNC:941	BAG5	Q9UL15 BCL2-associated athanogene 5	14q32
603	HGNC:942	BAGE	Q13072 B melanoma antigen	21p11.1
604	HGNC:943	BAI1	O14514 brain-specific angiogenesis inhibitor 1	8q24.3
605	HGNC:944	BAI2	O60241 brain-specific angiogenesis inhibitor 2	1p35
606	HGNC:945	BAI3	O60242 brain-specific angiogenesis inhibitor 3	6q12
607	HGNC:946	MAGI1	Q96QZ7 membrane associated guanylate kinase, WW and PDZ domain containing 1	3p14.1
608	HGNC:947	BAIAP2	Q9UQB8 BAI1-associated protein 2	17q25
609	HGNC:948	BAIAP3	O94812 BAI1-associated protein 3	16p13.3
610	HGNC:949	BAK1	Q16611 BCL2-antagonist/killer 1	6p21.31
611	HGNC:950	BAP1	Q92560 BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	3p21.31-p21.2
612	HGNC:951	NKX3-2	P78367 NK3 homeobox 2	4p16.3
613	HGNC:952	BARD1	Q99728 BRCA1 associated RING domain 1	2q34-q35
614	HGNC:953	BARHL1	Q9BZE3 BarH-like homeobox 1	9q34.13
615	HGNC:954	BARHL2	Q9NY43 BarH-like homeobox 2	1p22.2
616	HGNC:955	BARX1	Q9HBU1 BARX homeobox 1	9q22.32
617	HGNC:956	BARX2	Q9UMQ3 BARX homeobox 2	11q24.3
618	HGNC:957	BASP1	P80723 brain abundant, membrane attached signal protein 1	5p15.1
619	HGNC:958	BATF	Q16520 basic leucine zipper transcription factor, ATF-like	14q24
620	HGNC:959	BAX	Q07812 BCL2-associated X protein	19q13.3-q13.4
621	HGNC:960	BAZ1A	Q9NRL2 bromodomain adjacent to zinc finger domain, 1A	14q13.2
622	HGNC:961	BAZ1B	Q9UIG0 bromodomain adjacent to zinc finger domain, 1B	7q11.23
623	HGNC:962	BAZ2A	Q9UIF9 bromodomain adjacent to zinc finger domain, 2A	12q13.3
624	HGNC:963	BAZ2B	Q9UIF8 bromodomain adjacent to zinc finger domain, 2B	2q24.2
625	HGNC:964	BBOX1	O75936 butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1	11p
626	HGNC:966	BBS1	Q8NFJ9 Bardet-Biedl syndrome 1	11q13
627	HGNC:967	BBS2	Q9BXC9 Bardet-Biedl syndrome 2	16q21
628	HGNC:969	BBS4	Q96RK4 Bardet-Biedl syndrome 4	15q22.3-q23
629	HGNC:970	BBS5	Q8N3I7 Bardet-Biedl syndrome 5	2q31
630	HGNC:971	BCAR1	P56945 breast cancer anti-estrogen resistance 1	16q22-q23
