Symbol	UniProt	UMLS_CUI	SE_name	Qval
261	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0085623	Akinesia	6.4265e-09
262	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0085623	Akinesia	6.4265e-09
263	DRD5	P21918 dopamine receptor D5	C0085623	Akinesia	6.4265e-09
264	HRH1	P35367 histamine receptor H1	C0085623	Akinesia	6.4265e-09
265	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0085623	Akinesia	6.4265e-09
266	DRD3	P35462 dopamine receptor D3	C0085623	Akinesia	6.4265e-09
267	DRD4	P21917 dopamine receptor D4	C0085623	Akinesia	6.4265e-09
268	HTR4	Q13639 5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	C0085623	Akinesia	6.4265e-09
269	F10	P00742 coagulation factor X	C0855619	Alanine aminotransferase abnormal	6.4265e-09
270	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0151905	Alanine aminotransferase increased	6.4265e-09
271	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0151905	Alanine aminotransferase increased	6.4265e-09
272	F10	P00742 coagulation factor X	C0151905	Alanine aminotransferase increased	6.4265e-09
273	ADORA2A	P29274 adenosine A2a receptor	C0001925	Albuminuria	6.4265e-09
274	ADORA1	P30542 adenosine A1 receptor	C0001925	Albuminuria	6.4265e-09
275	OPRK1	P41145 opioid receptor, kappa 1	C0001973	Alcoholism	6.4265e-09
276	CYSLTR1	Q9Y271 cysteinyl leukotriene receptor 1	C0008728	Allergic granulomatous angiitis	6.4265e-09
277	CYSLTR2	Q9NS75 cysteinyl leukotriene receptor 2	C0008728	Allergic granulomatous angiitis	6.4265e-09
278	CYP2C8	P10632 cytochrome P450, family 2, subfamily C, polypeptide 8	C0008728	Allergic granulomatous angiitis	6.4265e-09
279	F10	P00742 coagulation factor X	C0847033	Allergic oedema	6.4265e-09
280	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0847033	Allergic oedema	6.4265e-09
281	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0002170	Alopecia	6.4265e-09
282	ACE	P12821 angiotensin I converting enzyme	C0002170	Alopecia	6.4265e-09
283	ABCG2	Q9UNQ0 ATP-binding cassette, sub-family G (WHITE), member 2	C0002170	Alopecia	6.4265e-09
284	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0002170	Alopecia	6.4265e-09
285	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0002170	Alopecia	6.4265e-09
286	POLG	P54098 polymerase (DNA directed), gamma	C0002170	Alopecia	6.4265e-09
287	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0002170	Alopecia	6.4265e-09
288	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0002170	Alopecia	6.4265e-09
289	CA2	P00918 carbonic anhydrase II	C0002170	Alopecia	6.4265e-09
290	CA1	P00915 carbonic anhydrase I	C0002170	Alopecia	6.4265e-09
291	HRH2	P25021 histamine receptor H2	C0002170	Alopecia	6.4265e-09
292	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0002170	Alopecia	6.4265e-09
293	PGR	P06401 progesterone receptor	C0002170	Alopecia	6.4265e-09
294	ADRB3	P13945 adrenoceptor beta 3	C0002390	Alveolitis allergic	6.4265e-09
295	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0002390	Alveolitis allergic	6.4265e-09
296	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0002390	Alveolitis allergic	6.4265e-09
297	ADRA1A	P35348 adrenoceptor alpha 1A	C0002418	Amblyopia	6.4265e-09
298	ADRA1B	P35368 adrenoceptor alpha 1B	C0002418	Amblyopia	6.4265e-09
299	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0002453	Amenorrhoea	6.4265e-09
300	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0002453	Amenorrhoea	6.4265e-09
301	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0002453	Amenorrhoea	6.4265e-09
302	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0002453	Amenorrhoea	6.4265e-09
303	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0002453	Amenorrhoea	6.4265e-09
304	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0002453	Amenorrhoea	6.4265e-09
305	HRH1	P35367 histamine receptor H1	C0002453	Amenorrhoea	6.4265e-09
306	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0002453	Amenorrhoea	6.4265e-09
307	ANGPT1	Q15389 angiopoietin 1	C0002453	Amenorrhoea	6.4265e-09
308	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0002453	Amenorrhoea	6.4265e-09
309	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0002453	Amenorrhoea	6.4265e-09
310	GABRR3	A8MPY1 gamma-aminobutyric acid (GABA) A receptor, rho 3	C0002622	Amnesia	6.4265e-09
311	TSPO	B1AH88 translocator protein (18kDa)	C0002622	Amnesia	6.4265e-09
312	GABRR1	P24046 gamma-aminobutyric acid (GABA) A receptor, rho 1	C0002622	Amnesia	6.4265e-09
313	HMGCR	P04035 3-hydroxy-3-methylglutaryl-CoA reductase	C0002622	Amnesia	6.4265e-09
314	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0002622	Amnesia	6.4265e-09
315	CNR2	P34972 cannabinoid receptor 2 (macrophage)	C0002622	Amnesia	6.4265e-09
316	XDH	P47989 xanthine dehydrogenase	C0002622	Amnesia	6.4265e-09
317	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0002622	Amnesia	6.4265e-09
318	GABRR2	P28476 gamma-aminobutyric acid (GABA) A receptor, rho 2	C0002622	Amnesia	6.4265e-09
319	GABRQ	Q9UN88 gamma-aminobutyric acid (GABA) A receptor, theta	C0002622	Amnesia	6.4265e-09
320	GRIK2	Q13002 glutamate receptor, ionotropic, kainate 2	C0002622	Amnesia	6.4265e-09
321	F10	P00742 coagulation factor X	C0151479	Amylase increased	6.4265e-09
322	ABCB1	P08183 ATP-binding cassette, sub-family B (MDR/TAP), member 1	C0002871	Anaemia	6.4265e-09
323	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0002871	Anaemia	6.4265e-09
324	CA1	P00915 carbonic anhydrase I	C0002871	Anaemia	6.4265e-09
325	ABCC8	Q09428 ATP-binding cassette, sub-family C (CFTR/MRP), member 8	C0002871	Anaemia	6.4265e-09
326	HTR4	Q13639 5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	C0002871	Anaemia	6.4265e-09
327	CYP2R1	Q6VVX0 cytochrome P450, family 2, subfamily R, polypeptide 1	C0002871	Anaemia	6.4265e-09
328	CYP2C9	P11712 cytochrome P450, family 2, subfamily C, polypeptide 9	C0002871	Anaemia	6.4265e-09
329	SLC15A2	Q16348 solute carrier family 15 (oligopeptide transporter), member 2	C0002871	Anaemia	6.4265e-09
330	TUBG2	Q9NRH3 tubulin, gamma 2	C0002871	Anaemia	6.4265e-09
331	F10	P00742 coagulation factor X	C0002871	Anaemia	6.4265e-09
332	TUBD1	Q9UJT1 tubulin, delta 1	C0002871	Anaemia	6.4265e-09
333	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0002871	Anaemia	6.4265e-09
334	CYP2C19	P33261 cytochrome P450, family 2, subfamily C, polypeptide 19	C0002871	Anaemia	6.4265e-09
335	DHFR	P00374 dihydrofolate reductase	C0002888	Anaemia megaloblastic	6.4265e-09
336	GRIN3B	O60391 glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	C0002888	Anaemia megaloblastic	6.4265e-09
337	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C0002888	Anaemia megaloblastic	6.4265e-09
338	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C0002888	Anaemia megaloblastic	6.4265e-09
339	GRIA2	P42262 glutamate receptor, ionotropic, AMPA 2	C0002888	Anaemia megaloblastic	6.4265e-09
340	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0002888	Anaemia megaloblastic	6.4265e-09
341	GRIK2	Q13002 glutamate receptor, ionotropic, kainate 2	C0002888	Anaemia megaloblastic	6.4265e-09
342	F10	P00742 coagulation factor X	C0426747	Anal haemorrhage	6.4265e-09
343	PLA2G7	Q13093 phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	C0033775	Anal pruritus	6.4265e-09
344	PON1	P27169 paraoxonase 1	C0033775	Anal pruritus	6.4265e-09
345	CNR1	P21554 cannabinoid receptor 1 (brain)	C0033775	Anal pruritus	6.4265e-09
346	HSD17B1	P14061 hydroxysteroid (17-beta) dehydrogenase 1	C0033775	Anal pruritus	6.4265e-09
347	DAGLA	Q9Y4D2 diacylglycerol lipase, alpha	C0033775	Anal pruritus	6.4265e-09
348	PNLIP	P16233 pancreatic lipase	C0033775	Anal pruritus	6.4265e-09
349	ABCC8	Q09428 ATP-binding cassette, sub-family C (CFTR/MRP), member 8	C0002792	Anaphylactic shock	6.4265e-09
350	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0002792	Anaphylactic shock	6.4265e-09
351	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0002792	Anaphylactic shock	6.4265e-09
352	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0002792	Anaphylactic shock	6.4265e-09
353	CHRM4	P08173 cholinergic receptor, muscarinic 4	C0002792	Anaphylactic shock	6.4265e-09
354	LACTB	P83111 lactamase, beta	C0002792	Anaphylactic shock	6.4265e-09
355	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0002792	Anaphylactic shock	6.4265e-09
356	OPRM1	P35372 opioid receptor, mu 1	C0002792	Anaphylactic shock	6.4265e-09
357	ABCC9	O60706 ATP-binding cassette, sub-family C (CFTR/MRP), member 9	C0002792	Anaphylactic shock	6.4265e-09
358	DPP4	P27487 dipeptidyl-peptidase 4	C0002792	Anaphylactic shock	6.4265e-09
359	CYP2C9	P11712 cytochrome P450, family 2, subfamily C, polypeptide 9	C0002792	Anaphylactic shock	6.4265e-09
360	ABCB1	P08183 ATP-binding cassette, sub-family B (MDR/TAP), member 1	C0002792	Anaphylactic shock	6.4265e-09
361	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0002792	Anaphylactic shock	6.4265e-09
362	KCNJ1	P48048 potassium inwardly-rectifying channel, subfamily J, member 1	C0002792	Anaphylactic shock	6.4265e-09
363	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C0002792	Anaphylactic shock	6.4265e-09
364	CHRM3	P20309 cholinergic receptor, muscarinic 3	C0002792	Anaphylactic shock	6.4265e-09
365	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0002792	Anaphylactic shock	6.4265e-09
366	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0002792	Anaphylactic shock	6.4265e-09
367	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0002792	Anaphylactic shock	6.4265e-09
368	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0002792	Anaphylactic shock	6.4265e-09
369	BCHE	P06276 butyrylcholinesterase	C0002792	Anaphylactic shock	6.4265e-09
370	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C0002792	Anaphylactic shock	6.4265e-09
371	DHFR	P00374 dihydrofolate reductase	C0002792	Anaphylactic shock	6.4265e-09
372	F10	P00742 coagulation factor X	C0002792	Anaphylactic shock	6.4265e-09
373	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0002792	Anaphylactic shock	6.4265e-09
374	NR3C2	P08235 nuclear receptor subfamily 3, group C, member 2	C0340865	Anaphylactoid reaction	6.4265e-09
375	OPRM1	P35372 opioid receptor, mu 1	C0340865	Anaphylactoid reaction	6.4265e-09
376	PDE4A	P27815 phosphodiesterase 4A, cAMP-specific	C0340865	Anaphylactoid reaction	6.4265e-09
377	BCHE	P06276 butyrylcholinesterase	C0340865	Anaphylactoid reaction	6.4265e-09
378	ALB	P02768 albumin	C0340865	Anaphylactoid reaction	6.4265e-09
379	ORM2	P19652 orosomucoid 2	C0340865	Anaphylactoid reaction	6.4265e-09
380	ACE	P12821 angiotensin I converting enzyme	C0340865	Anaphylactoid reaction	6.4265e-09
381	CYSLTR1	Q9Y271 cysteinyl leukotriene receptor 1	C0340865	Anaphylactoid reaction	6.4265e-09
382	CHRNA2	Q15822 cholinergic receptor, nicotinic, alpha 2 (neuronal)	C0340865	Anaphylactoid reaction	6.4265e-09
383	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0340865	Anaphylactoid reaction	6.4265e-09
384	AKR1C2	P52895 aldo-keto reductase family 1, member C2	C0340865	Anaphylactoid reaction	6.4265e-09
385	NEU2	Q9Y3R4 sialidase 2 (cytosolic sialidase)	C0340865	Anaphylactoid reaction	6.4265e-09
386	S100A4	P26447 S100 calcium binding protein A4	C0340865	Anaphylactoid reaction	6.4265e-09
387	TOP2A	P11388 topoisomerase (DNA) II alpha 170kDa	C0340865	Anaphylactoid reaction	6.4265e-09
388	PGR	P06401 progesterone receptor	C0340865	Anaphylactoid reaction	6.4265e-09
389	CALM3	P62158 calmodulin 3 (phosphorylase kinase, delta)	C0340865	Anaphylactoid reaction	6.4265e-09
390	TNNC1	P63316 troponin C type 1 (slow)	C0340865	Anaphylactoid reaction	6.4265e-09
391	LPA	P08519 lipoprotein, Lp(a)	C0340865	Anaphylactoid reaction	6.4265e-09
392	HSD17B1	P14061 hydroxysteroid (17-beta) dehydrogenase 1	C0340865	Anaphylactoid reaction	6.4265e-09
393	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0340865	Anaphylactoid reaction	6.4265e-09
394	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C0162311	Androgenetic alopecia	6.4265e-09
395	AKR1D1	P51857 aldo-keto reductase family 1, member D1	C0162311	Androgenetic alopecia	6.4265e-09
396	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C0162311	Androgenetic alopecia	6.4265e-09
397	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0002957	Anger	6.4265e-09
398	GABRB2	P47870 gamma-aminobutyric acid (GABA) A receptor, beta 2	C0002957	Anger	6.4265e-09
399	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0002957	Anger	6.4265e-09
400	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0002962	Angina pectoris	6.4265e-09
401	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0002962	Angina pectoris	6.4265e-09
402	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0002962	Angina pectoris	6.4265e-09
403	PDE3A	Q14432 phosphodiesterase 3A, cGMP-inhibited	C0002962	Angina pectoris	6.4265e-09
404	ADRA1D	P25100 adrenoceptor alpha 1D	C0002962	Angina pectoris	6.4265e-09
405	PDE4B	Q07343 phosphodiesterase 4B, cAMP-specific	C0002962	Angina pectoris	6.4265e-09
406	PDE4A	P27815 phosphodiesterase 4A, cAMP-specific	C0002962	Angina pectoris	6.4265e-09
407	F10	P00742 coagulation factor X	C0002962	Angina pectoris	6.4265e-09
408	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0002962	Angina pectoris	6.4265e-09
409	ADRA1A	P35348 adrenoceptor alpha 1A	C0002962	Angina pectoris	6.4265e-09
410	ACE	P12821 angiotensin I converting enzyme	C0002962	Angina pectoris	6.4265e-09
411	ADORA1	P30542 adenosine A1 receptor	C0002962	Angina pectoris	6.4265e-09
412	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0002962	Angina pectoris	6.4265e-09
413	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0002962	Angina pectoris	6.4265e-09
414	ADORA2B	P29275 adenosine A2b receptor	C0002962	Angina pectoris	6.4265e-09
415	SLC5A4	Q9NY91 solute carrier family 5 (glucose activated ion channel), member 4	C0002965	Angina unstable	6.4265e-09
416	PDE11A	Q9HCR9 phosphodiesterase 11A	C0002965	Angina unstable	6.4265e-09
417	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0002965	Angina unstable	6.4265e-09
418	PDE6G	P18545 phosphodiesterase 6G, cGMP-specific, rod, gamma	C0002965	Angina unstable	6.4265e-09
419	SLC5A1	P13866 solute carrier family 5 (sodium/glucose cotransporter), member 1	C0002965	Angina unstable	6.4265e-09
420	SLC5A2	P31639 solute carrier family 5 (sodium/glucose cotransporter), member 2	C0002965	Angina unstable	6.4265e-09
421	NPR1	P16066 natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	C0002965	Angina unstable	6.4265e-09
422	PDE6H	Q13956 phosphodiesterase 6H, cGMP-specific, cone, gamma	C0002965	Angina unstable	6.4265e-09
423	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0002965	Angina unstable	6.4265e-09
424	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C0002994	Angioedema	6.4265e-09
425	PDE4B	Q07343 phosphodiesterase 4B, cAMP-specific	C0002994	Angioedema	6.4265e-09
426	PGR	P06401 progesterone receptor	C0002994	Angioedema	6.4265e-09
427	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0002994	Angioedema	6.4265e-09
428	ABCC9	O60706 ATP-binding cassette, sub-family C (CFTR/MRP), member 9	C0002994	Angioedema	6.4265e-09
429	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0002994	Angioedema	6.4265e-09
430	OPRM1	P35372 opioid receptor, mu 1	C0002994	Angioedema	6.4265e-09
431	SLC15A2	Q16348 solute carrier family 15 (oligopeptide transporter), member 2	C0002994	Angioedema	6.4265e-09
432	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0002994	Angioedema	6.4265e-09
433	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C0002994	Angioedema	6.4265e-09
434	PDE4A	P27815 phosphodiesterase 4A, cAMP-specific	C0002994	Angioedema	6.4265e-09
435	ABCC8	Q09428 ATP-binding cassette, sub-family C (CFTR/MRP), member 8	C0002994	Angioedema	6.4265e-09
436	KCNJ1	P48048 potassium inwardly-rectifying channel, subfamily J, member 1	C0002994	Angioedema	6.4265e-09
437	DPP4	P27487 dipeptidyl-peptidase 4	C0002994	Angioedema	6.4265e-09
438	SERPINA7	P05543 serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	C0002994	Angioedema	6.4265e-09
439	XDH	P47989 xanthine dehydrogenase	C0020981	Angioimmunoblastic T-cell lymphoma	6.4265e-09
440	ADRA1A	P35348 adrenoceptor alpha 1A	C0042373	Angiopathy	6.4265e-09
441	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C0042373	Angiopathy	6.4265e-09
442	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0042373	Angiopathy	6.4265e-09
443	CYP3A4	P08684 cytochrome P450, family 3, subfamily A, polypeptide 4	C0042373	Angiopathy	6.4265e-09
444	ADRA1B	P35368 adrenoceptor alpha 1B	C0042373	Angiopathy	6.4265e-09
445	ADRA2A	P08913 adrenoceptor alpha 2A	C0042373	Angiopathy	6.4265e-09
446	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0017605	Angle closure glaucoma	6.4265e-09
447	CHRM4	P08173 cholinergic receptor, muscarinic 4	C0017605	Angle closure glaucoma	6.4265e-09
448	CHRM5	P08912 cholinergic receptor, muscarinic 5	C0017605	Angle closure glaucoma	6.4265e-09
449	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0017605	Angle closure glaucoma	6.4265e-09
450	CHRM3	P20309 cholinergic receptor, muscarinic 3	C0017605	Angle closure glaucoma	6.4265e-09
451	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0017605	Angle closure glaucoma	6.4265e-09
452	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0017605	Angle closure glaucoma	6.4265e-09
453	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0234022	Anorgasmia	6.4265e-09
454	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0234022	Anorgasmia	6.4265e-09
455	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C0234022	Anorgasmia	6.4265e-09
456	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0234022	Anorgasmia	6.4265e-09
457	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C0234022	Anorgasmia	6.4265e-09
458	GABRR2	P28476 gamma-aminobutyric acid (GABA) A receptor, rho 2	C0233795	Anterograde amnesia	6.4265e-09
459	GABRR3	A8MPY1 gamma-aminobutyric acid (GABA) A receptor, rho 3	C0233795	Anterograde amnesia	6.4265e-09
460	GABRB2	P47870 gamma-aminobutyric acid (GABA) A receptor, beta 2	C0233795	Anterograde amnesia	6.4265e-09
461	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0233795	Anterograde amnesia	6.4265e-09
462	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0233795	Anterograde amnesia	6.4265e-09
463	GABRB1	P18505 gamma-aminobutyric acid (GABA) A receptor, beta 1	C0233795	Anterograde amnesia	6.4265e-09
464	FCN2	Q15485 ficolin (collagen/fibrinogen domain containing lectin) 2	C0151500	Anticholinergic syndrome	6.4265e-09
465	DRD2	P14416 dopamine receptor D2	C0151500	Anticholinergic syndrome	6.4265e-09
466	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0151500	Anticholinergic syndrome	6.4265e-09
